origin,destination,year,value
364,348,2006,160
364,352,2006,4
364,356,2006,44
364,360,2006,1
364,368,2006,11773
364,372,2006,365
364,376,2006,1
364,380,2006,553
364,384,2006,22
364,392,2006,43
364,410,2006,7
364,417,2006,6
364,440,2006,6
364,458,2006,13
364,470,2006,4
364,484,2006,11
364,498,2006,5
364,504,2006,1
364,524,2006,4
364,528,2006,4344
364,554,2006,605
364,578,2006,3446
364,586,2006,44
364,591,2006,3
364,600,2006,1
364,604,2006,34
364,608,2006,18
364,616,2006,8
364,620,2006,1
364,642,2006,105
364,643,2006,2
364,703,2006,10
364,705,2006,8
364,724,2006,85
364,752,2006,5205
364,756,2006,1132
364,760,2006,131
364,762,2006,8
364,764,2006,20
364,784,2006,15
364,788,2006,6
364,792,2006,2135
364,804,2006,35
364,818,2006,1
364,826,2006,9566
364,840,2006,33714
364,4,2007,38
364,31,2007,90
364,32,2007,28
364,36,2007,1105
364,40,2007,1929
364,50,2007,27
364,51,2007,7
364,56,2007,347
364,76,2007,27
364,100,2007,224
364,112,2007,1
364,124,2007,6221
364,152,2007,5
364,156,2007,6
364,170,2007,2
364,188,2007,4
364,192,2007,3
364,196,2007,358
364,203,2007,30
364,204,2007,1
364,208,2007,771
364,218,2007,23
364,246,2007,238
364,250,2007,1633
364,265,2007,1
364,276,2007,15123
364,300,2007,313
364,340,2007,4
364,348,2007,164
364,352,2007,4
364,356,2007,45
364,360,2007,1
364,368,2007,11135
364,372,2007,151
364,376,2007,1
364,380,2007,580
364,392,2007,42
364,410,2007,7
364,414,2007,22
364,417,2007,8
364,422,2007,18
364,438,2007,2
364,440,2007,6
364,458,2007,18
364,470,2007,3
364,484,2007,7
364,498,2007,5
364,504,2007,1
364,524,2007,3
364,528,2007,3396
364,554,2007,455
364,578,2007,898
364,586,2007,63
364,591,2007,3
364,600,2007,1
364,604,2007,34
364,608,2007,20
364,616,2007,6
364,620,2007,1
364,642,2007,103
364,643,2007,3
364,703,2007,13
364,705,2007,8
364,724,2007,71
364,752,2007,1934
364,756,2007,1150
364,760,2007,170
364,762,2007,4
364,764,2007,21
364,788,2007,6
364,792,2007,2148
364,804,2007,34
364,818,2007,1
364,826,2007,10227
364,840,2007,6845
364,4,2008,30
364,31,2008,97
364,32,2008,20
364,36,2008,1151
364,40,2008,2112
364,50,2008,23
364,51,2008,9
364,56,2008,305
364,76,2008,27
364,100,2008,231
364,112,2008,2
364,124,2008,5200
364,152,2008,5
364,156,2008,1
364,170,2008,2
364,178,2008,1
364,188,2008,5
364,192,2008,1
364,196,2008,378
364,203,2008,31
364,204,2008,1
364,208,2008,805
364,218,2008,23
364,246,2008,260
364,250,2008,1661
364,265,2008,1
364,276,2008,15816
364,300,2008,261
364,340,2008,4
364,344,2008,1
364,348,2008,161
364,352,2008,4
364,356,2008,62
364,360,2008,3
364,368,2008,10823
364,372,2008,173
364,380,2008,617
364,392,2008,36
364,410,2008,7
364,414,2008,44
364,417,2008,8
364,422,2008,29
364,438,2008,2
364,440,2008,6
364,458,2008,18
364,470,2008,3
364,484,2008,7
364,498,2008,1
364,504,2008,1
364,524,2008,1
364,528,2008,2956
364,554,2008,473
364,578,2008,997
364,586,2008,75
364,591,2008,3
364,600,2008,1
364,604,2008,34
364,608,2008,19
364,616,2008,5
364,620,2008,2
364,642,2008,71
364,643,2008,19
364,703,2008,14
364,705,2008,9
364,724,2008,52
364,752,2008,1909
364,756,2008,2936
364,760,2008,169
364,762,2008,5
364,764,2008,15
364,784,2008,10
364,788,2008,6
364,792,2008,2105
364,804,2008,34
364,818,2008,1
364,826,2008,10320
364,840,2008,6347
364,887,2008,4
364,4,2009,30
364,31,2009,113
364,32,2009,22
364,36,2009,1249
364,40,2009,2183
364,50,2009,4
364,51,2009,22
364,56,2009,339
364,76,2009,30
364,100,2009,234
364,112,2009,8
364,124,2009,4499
364,156,2009,2
364,170,2009,2
364,178,2009,1
364,188,2009,5
364,192,2009,1
364,196,2009,401
364,203,2009,32
364,204,2009,1
364,208,2009,864
364,218,2009,24
364,246,2009,278
364,250,2009,1735
364,265,2009,1
364,276,2009,20226
364,300,2009,182
364,340,2009,4
364,344,2009,4
364,348,2009,164
364,352,2009,6
364,356,2009,46
364,360,2009,25
364,368,2009,12401
364,372,2009,197
364,380,2009,694
364,384,2009,6
364,392,2009,31
364,410,2009,9
364,414,2009,42
364,417,2009,8
364,422,2009,40
364,438,2009,2
364,440,2009,6
364,458,2009,17
364,470,2009,3
364,484,2009,14
364,498,2009,3
364,504,2009,1
364,524,2009,1
364,528,2009,2662
364,554,2009,500
364,578,2009,1124
364,586,2009,55
364,591,2009,3
364,600,2009,1
364,604,2009,19
364,608,2009,20
364,616,2009,9
364,620,2009,3
364,642,2009,55
364,643,2009,20
364,703,2009,24
364,705,2009,9
364,724,2009,50
364,752,2009,2148
364,756,2009,1255
364,760,2009,158
364,764,2009,9
364,780,2009,4
364,784,2009,5
364,788,2009,6
364,792,2009,1803
364,800,2009,1
364,804,2009,38
364,818,2009,1
364,826,2009,10845
364,840,2009,5731
364,887,2009,4
364,4,2010,30
364,8,2010,1
364,31,2010,104
364,32,2010,22
364,36,2010,1327
364,40,2010,2357
364,50,2010,4
364,51,2010,22
364,56,2010,341
364,76,2010,31
364,100,2010,244
364,112,2010,14
364,124,2010,3819
364,156,2010,2
364,170,2010,2
364,178,2010,1
364,188,2010,5
364,192,2010,2
364,196,2010,432
364,203,2010,34
364,204,2010,1
364,208,2010,1030
364,218,2010,25
364,222,2010,1
364,246,2010,323
364,250,2010,1917
364,265,2010,2
364,276,2010,20444
364,300,2010,172
364,340,2010,3
364,344,2010,3
364,348,2010,164
364,352,2010,8
364,356,2010,69
364,360,2010,37
364,368,2010,7989
364,372,2010,205
364,380,2010,787
364,384,2010,6
364,392,2010,33
364,404,2010,8
364,410,2010,15
364,414,2010,30
364,417,2010,4
364,422,2010,40
364,428,2010,1
364,438,2010,2
364,440,2010,6
364,458,2010,53
364,470,2010,3
364,484,2010,22
364,498,2010,3
364,524,2010,1
364,528,2010,2758
364,554,2010,522
364,578,2010,1193
364,586,2010,64
364,591,2010,3
364,600,2010,1
364,604,2010,19
364,608,2010,25
364,616,2010,11
364,620,2010,6
364,642,2010,47
364,643,2010,13
364,703,2010,31
364,705,2010,4
364,724,2010,50
364,752,2010,2360
364,756,2010,1265
364,760,2010,196
364,764,2010,13
364,768,2010,1
364,780,2010,4
364,784,2010,10
364,788,2010,6
364,792,2010,1911
364,800,2010,2
364,804,2010,51
364,818,2010,1
364,826,2010,10837
364,840,2010,5173
364,862,2010,3
364,887,2010,10
364,4,2011,34
364,31,2011,85
364,32,2011,22
364,36,2011,2286
364,40,2011,2509
364,50,2011,4
364,51,2011,18
364,56,2011,347
364,76,2011,33
364,100,2011,250
364,112,2011,13
364,116,2011,1
364,124,2011,3440
364,156,2011,1
364,170,2011,2
364,178,2011,1
364,188,2011,6
364,192,2011,3
364,196,2011,439
364,203,2011,34
364,204,2011,1
364,208,2011,1245
364,218,2011,27
364,222,2011,1
364,246,2011,359
364,250,2011,2064
364,265,2011,1
364,276,2011,20462
364,300,2011,168
364,308,2011,3
364,340,2011,3
364,344,2011,3
364,348,2011,167
364,352,2011,9
364,356,2011,99
364,360,2011,58
364,368,2011,8229
364,372,2011,215
364,376,2011,6
364,380,2011,840
364,384,2011,6
364,392,2011,22
364,404,2011,8
364,410,2011,15
364,414,2011,27
364,417,2011,3
364,422,2011,42
364,428,2011,4
364,438,2011,2
364,440,2011,6
364,458,2011,90
364,470,2011,6
364,484,2011,24
364,498,2011,3
364,524,2011,1
364,528,2011,3152
364,554,2011,469
364,562,2011,1
364,578,2011,1260
364,586,2011,62
364,591,2011,3
364,600,2011,1
364,604,2011,13
364,608,2011,28
364,616,2011,13
364,620,2011,7
364,642,2011,38
364,643,2011,12
364,703,2011,34
364,705,2011,9
364,724,2011,55
364,752,2011,2681
364,756,2011,1295
364,760,2011,105
364,764,2011,9
364,784,2011,17
364,788,2011,7
364,792,2011,2993
364,800,2011,1
364,804,2011,53
364,818,2011,1
364,826,2011,11632
364,840,2011,4657
364,887,2011,3
364,4,2012,37
364,31,2012,78
364,32,2012,22
364,36,2012,3949
364,40,2012,2816
364,50,2012,4
364,51,2012,21
364,56,2012,411
364,76,2012,35
364,100,2012,89
364,112,2012,16
364,124,2012,3212
364,148,2012,1
364,156,2012,2
364,170,2012,2
364,178,2012,1
364,188,2012,5
364,196,2012,444
364,203,2012,39
364,208,2012,1529
364,218,2012,26
364,222,2012,1
364,246,2012,431
364,250,2012,2172
364,265,2012,1
364,276,2012,21629
364,300,2012,254
364,340,2012,3
364,344,2012,2
364,348,2012,145
364,352,2012,9
364,356,2012,123
364,360,2012,119
364,368,2012,8259
364,372,2012,206
364,376,2012,6
364,380,2012,923
364,384,2012,6
364,392,2012,23
364,400,2012,1
364,404,2012,7
364,410,2012,19
364,414,2012,14
364,417,2012,4
364,422,2012,19
364,428,2012,14
364,438,2012,2
364,440,2012,6
364,458,2012,148
364,470,2012,3
364,484,2012,22
364,498,2012,4
364,524,2012,4
364,528,2012,3354
364,548,2012,1
364,554,2012,339
364,562,2012,1
364,578,2012,1334
364,586,2012,48
364,591,2012,3
364,600,2012,1
364,604,2012,9
364,608,2012,45
364,616,2012,15
364,620,2012,10
364,642,2012,50
364,643,2012,4
364,703,2012,35
364,705,2012,15
364,724,2012,51
364,752,2012,2992
364,756,2012,1356
364,760,2012,80
364,764,2012,24
364,784,2012,1
364,788,2012,6
364,792,2012,3040
364,800,2012,1
364,804,2012,50
364,818,2012,1
364,826,2012,11433
364,840,2012,4313
364,887,2012,7
364,4,2013,36
364,31,2013,77
364,32,2013,18
364,36,2013,4596
364,40,2013,3188
364,51,2013,27
364,56,2013,486
364,76,2013,39
364,100,2013,70
364,112,2013,16
364,120,2013,1
364,124,2013,3033
364,148,2013,1
364,156,2013,1
364,170,2013,2
364,178,2013,1
364,188,2013,5
364,192,2013,1
364,196,2013,457
364,203,2013,37
364,208,2013,1842
364,218,2013,26
364,222,2013,1
364,246,2013,509
364,250,2013,2311
364,276,2013,17150
364,300,2013,321
364,340,2013,3
364,344,2013,2
364,348,2013,69
364,352,2013,14
364,356,2013,121
364,360,2013,208
364,368,2013,7992
364,372,2013,118
364,376,2013,6
364,380,2013,1127
364,384,2013,6
364,392,2013,23
364,400,2013,1
364,404,2013,6
364,410,2013,19
364,414,2013,16
364,417,2013,3
364,422,2013,9
364,428,2013,19
364,438,2013,2
364,440,2013,6
364,442,2013,130
364,458,2013,197
364,470,2013,3
364,484,2013,25
364,498,2013,3
364,504,2013,2
364,524,2013,5
364,528,2013,4148
364,548,2013,1
364,554,2013,278
364,562,2013,1
364,578,2013,1478
364,586,2013,46
364,591,2013,3
364,600,2013,1
364,604,2013,9
364,608,2013,47
364,616,2013,17
364,620,2013,13
364,642,2013,74
364,643,2013,6
364,703,2013,35
364,705,2013,18
364,724,2013,56
364,752,2013,3763
364,756,2013,1355
364,760,2013,40
364,764,2013,29
364,784,2013,6
364,788,2013,6
364,792,2013,3321
364,800,2013,2
364,804,2013,59
364,818,2013,1
364,826,2013,11368
364,840,2013,4492
364,887,2013,7
364,4,2014,36
364,31,2014,76
364,32,2014,19
364,36,2014,4900
364,40,2014,3188
364,51,2014,27
364,56,2014,639
364,76,2014,43
364,100,2014,73
364,112,2014,15
364,124,2014,2834
364,188,2014,6
364,196,2014,470
364,203,2014,25
364,208,2014,1912
364,218,2014,24
364,246,2014,581
364,250,2014,2359
364,276,2014,18814
364,300,2014,479
364,348,2014,68
364,352,2014,19
364,356,2014,107
364,360,2014,281
364,368,2014,11053
364,372,2014,118
364,376,2014,6
364,380,2014,1412
364,384,2014,6
364,392,2014,23
364,404,2014,7
364,410,2014,27
364,414,2014,17
364,422,2014,12
364,428,2014,19
364,440,2014,6
364,442,2014,142
364,458,2014,260
364,470,2014,13
364,484,2014,25
364,520,2014,168
364,524,2014,6
364,528,2014,4207
364,554,2014,202
364,578,2014,1479
364,586,2014,56
364,598,2014,35
364,604,2014,10
364,608,2014,47
364,616,2014,18
364,620,2014,19
364,642,2014,65
364,643,2014,7
364,703,2014,36
364,705,2014,25
364,724,2014,70
364,752,2014,4152
364,756,2014,1486
364,760,2014,37
364,764,2014,37
364,788,2014,5
364,792,2014,3388
364,804,2014,57
364,826,2014,11510
364,840,2014,4848
368,4,2003,3
368,8,2003,7
368,12,2003,6
368,24,2003,1
368,31,2003,29
368,32,2003,22
368,36,2003,12157
368,40,2003,1141
368,51,2003,34
368,56,2003,209
368,68,2003,15
368,76,2003,65
368,100,2003,1066
368,112,2003,1
368,116,2003,5
368,124,2003,5441
368,144,2003,14
368,152,2003,10
368,156,2003,3
368,170,2003,2
368,192,2003,5
368,196,2003,11
368,203,2003,83
368,204,2003,7
368,208,2003,11831
368,218,2003,22
368,231,2003,6
368,246,2003,1377
368,250,2003,1409
368,276,2003,73489
368,300,2003,951
368,348,2003,938
368,352,2003,4
368,356,2003,22
368,360,2003,122
368,364,2003,150196
368,372,2003,178
368,376,2003,13
368,380,2003,1282
368,392,2003,8
368,400,2003,965
368,410,2003,3
368,414,2003,417
368,422,2003,1476
368,428,2003,1
368,430,2003,3
368,434,2003,43
368,440,2003,9
368,458,2003,19
368,470,2003,70
368,484,2003,9
368,498,2003,1
368,504,2003,24
368,524,2003,2
368,528,2003,28640
368,554,2003,902
368,562,2003,6
368,578,2003,7820
368,586,2003,123
368,604,2003,10
368,608,2003,24
368,616,2003,37
368,620,2003,4
368,634,2003,6
368,642,2003,489
368,682,2003,706
368,688,2003,17
368,703,2003,43
368,705,2003,5
368,706,2003,1
368,710,2003,11
368,724,2003,257
368,752,2003,23918
368,756,2003,3307
368,760,2003,2435
368,762,2003,1
368,764,2003,25
368,784,2003,25
368,788,2003,10
368,792,2003,267
368,795,2003,2
368,804,2003,60
368,818,2003,33
368,826,2003,23421
368,840,2003,10523
368,887,2003,225
368,4,2004,3
368,8,2004,9
368,12,2004,6
368,24,2004,1
368,31,2004,24
368,32,2004,24
368,36,2004,11471
368,40,2004,1429
368,51,2004,127
368,56,2004,167
368,68,2004,15
368,76,2004,75
368,100,2004,1152
368,112,2004,6
368,124,2004,5402
368,144,2004,12
368,152,2004,10
368,156,2004,2
368,170,2004,2
368,192,2004,1
368,196,2004,11
368,203,2004,86
368,204,2004,7
368,208,2004,11500
368,218,2004,22
368,231,2004,6
368,246,2004,1569
368,250,2004,1408
368,276,2004,68071
368,300,2004,959
368,348,2004,1294
368,352,2004,4
368,356,2004,20
368,360,2004,56
368,364,2004,93173
368,372,2004,232
368,376,2004,4
368,380,2004,1334
368,392,2004,7
368,400,2004,889
368,410,2004,3
368,414,2004,418
368,417,2004,4
368,422,2004,1148
368,428,2004,1
368,434,2004,43
368,440,2004,9
368,458,2004,31
368,470,2004,130
368,484,2004,8
368,498,2004,2
368,504,2004,9
368,512,2004,7
368,524,2004,1
368,528,2004,27622
368,554,2004,775
368,562,2004,6
368,578,2004,8265
368,586,2004,107
368,604,2004,11
368,608,2004,24
368,616,2004,44
368,620,2004,4
368,634,2004,6
368,642,2004,415
368,682,2004,440
368,688,2004,21
368,703,2004,33
368,705,2004,4
368,710,2004,11
368,716,2004,1
368,724,2004,265
368,752,2004,22028
368,756,2004,3208
368,760,2004,14391
368,762,2004,4
368,764,2004,22
368,784,2004,3
368,788,2004,8
368,792,2004,125
368,795,2004,1
368,804,2004,38
368,818,2004,39
368,826,2004,22763
368,840,2004,8583
368,887,2004,219
368,4,2005,1
368,8,2005,7
368,12,2005,4
368,24,2005,1
368,31,2005,19
368,32,2005,24
368,36,2005,10859
368,40,2005,1224
368,51,2005,218
368,56,2005,231
368,68,2005,15
368,76,2005,93
368,100,2005,1171
368,112,2005,1
368,124,2005,4789
368,144,2005,16
368,152,2005,10
368,156,2005,5
368,170,2005,2
368,192,2005,2
368,196,2005,21
368,203,2005,86
368,204,2005,7
368,208,2005,10667
368,218,2005,18
368,246,2005,1648
368,250,2005,1319
368,276,2005,52922
368,300,2005,907
368,348,2005,1252
368,352,2005,4
368,356,2005,17
368,360,2005,32
368,364,2005,54000
368,372,2005,257
368,376,2005,5
368,380,2005,1354
368,392,2005,7
368,400,2005,754
368,410,2005,3
368,414,2005,422
368,417,2005,4
368,422,2005,797
368,428,2005,1
368,430,2005,3
368,434,2005,43
368,440,2005,9
368,458,2005,27
368,470,2005,110
368,484,2005,8
368,498,2005,7
368,504,2005,9
368,528,2005,26618
368,554,2005,866
368,562,2005,6
368,578,2005,8459
368,586,2005,84
368,600,2005,1
368,604,2005,13
368,608,2005,24
368,616,2005,47
368,620,2005,4
368,634,2005,6
368,642,2005,448
368,643,2005,21
368,682,2005,363
368,688,2005,18
368,703,2005,34
368,705,2005,4
368,710,2005,11
368,724,2005,242
368,752,2005,21046
368,756,2005,4065
368,760,2005,24874
368,762,2005,3
368,764,2005,15
368,784,2005,4
368,788,2005,8
368,792,2005,126
368,804,2005,40
368,818,2005,35
368,826,2005,22363
368,840,2005,5993
368,887,2005,1046
368,4,2006,1
368,8,2006,4
368,12,2006,4
368,24,2006,1
368,31,2006,3
368,32,2006,25
368,36,2006,11147
368,40,2006,1179
368,51,2006,459
368,56,2006,253
368,68,2006,15
368,76,2006,110
368,100,2006,1199
368,112,2006,1
368,124,2006,3990
368,144,2006,16
368,152,2006,10
368,156,2006,5
368,170,2006,2
368,192,2006,2
368,196,2006,75
368,203,2006,88
368,204,2006,1
368,208,2006,9902
368,218,2006,18
368,233,2006,1
368,246,2006,1679
368,250,2006,1318
368,276,2006,36205
368,300,2006,824
368,348,2006,1235
368,352,2006,4
368,356,2006,12
368,360,2006,172
368,364,2006,54024
368,372,2006,338
368,376,2006,1
368,380,2006,1371
368,392,2006,8
368,398,2006,4
368,400,2006,500000
368,410,2006,3
368,414,2006,49
368,417,2006,4
368,422,2006,20000
368,428,2006,1
368,430,2006,3
368,434,2006,34
368,440,2006,9
368,458,2006,51
368,470,2006,100
368,478,2006,4
368,484,2006,9
368,498,2006,8
368,504,2006,10
368,524,2006,7
368,528,2006,21782
368,554,2006,816
368,562,2006,6
368,578,2006,8668
368,586,2006,86
368,600,2006,1
368,604,2006,13
368,608,2006,25
368,616,2006,56
368,620,2006,4
368,634,2006,6
368,642,2006,454
368,643,2006,14
368,682,2006,250
368,688,2006,62
368,703,2006,14
368,705,2006,4
368,706,2006,1
368,724,2006,245
368,752,2006,23852
368,756,2006,5030
368,760,2006,700000
368,762,2006,4
368,764,2006,16
368,784,2006,3
368,788,2006,12
368,792,2006,141
368,804,2006,43
368,818,2006,43
368,826,2006,21984
368,840,2006,19755
368,887,2006,1517
368,4,2007,4
368,8,2007,5
368,12,2007,7
368,24,2007,1
368,31,2007,29
368,32,2007,26
368,36,2007,5851
368,40,2007,1366
368,51,2007,718
368,56,2007,292
368,68,2007,16
368,76,2007,159
368,100,2007,1475
368,112,2007,1
368,124,2007,1968
368,144,2007,11
368,152,2007,10
368,156,2007,42
368,170,2007,3
368,192,2007,3
368,196,2007,206
368,203,2007,102
368,204,2007,6
368,208,2007,8376
368,218,2007,33
368,233,2007,1
368,246,2007,992
368,250,2007,1397
368,276,2007,34731
368,300,2007,828
368,332,2007,1
368,348,2007,1272
368,352,2007,4
368,356,2007,53
368,360,2007,112
368,364,2007,57414
368,372,2007,532
368,376,2007,1
368,380,2007,1503
368,392,2007,8
368,398,2007,4
368,400,2007,500000
368,410,2007,3
368,414,2007,30131
368,417,2007,5
368,422,2007,50000
368,428,2007,2
368,430,2007,3
368,434,2007,1055
368,440,2007,11
368,458,2007,148
368,470,2007,87
368,478,2007,48
368,484,2007,17
368,498,2007,5
368,504,2007,112
368,524,2007,1
368,528,2007,19234
368,554,2007,198
368,562,2007,6
368,578,2007,7744
368,586,2007,84
368,600,2007,1
368,604,2007,27
368,608,2007,25
368,616,2007,50
368,620,2007,5
368,634,2007,6
368,642,2007,531
368,643,2007,20
368,682,2007,238
368,688,2007,86
368,702,2007,2
368,703,2007,48
368,705,2007,4
368,710,2007,1
368,724,2007,240
368,729,2007,1
368,752,2007,30423
368,756,2007,4850
368,760,2007,1500000
368,762,2007,3
368,764,2007,49
368,784,2007,73
368,788,2007,12
368,792,2007,3662
368,804,2007,45
368,818,2007,10273
368,826,2007,22021
368,840,2007,4336
368,860,2007,5
368,862,2007,4
368,887,2007,3747
368,4,2008,7
368,8,2008,5
368,12,2008,1
368,24,2008,1
368,31,2008,55
368,32,2008,25
368,36,2008,5945
368,40,2008,1972
368,48,2008,48
368,50,2008,8
368,51,2008,837
368,56,2008,494
368,68,2008,16
368,76,2008,167
368,100,2008,1705
368,112,2008,1
368,120,2008,1
368,124,2008,1865
368,144,2008,12
368,152,2008,10
368,156,2008,23
368,170,2008,3
368,192,2008,3
368,196,2008,354
368,203,2008,108
368,204,2008,6
368,208,2008,7102
368,218,2008,34
368,233,2008,1
368,246,2008,1206
368,250,2008,1656
368,265,2008,3
368,276,2008,38854
368,300,2008,942
368,332,2008,2
368,348,2008,1243
368,352,2008,5
368,356,2008,109
368,360,2008,186
368,364,2008,44444
368,372,2008,642
368,380,2008,1614
368,392,2008,7
368,398,2008,4
368,400,2008,500000
368,410,2008,3
368,414,2008,30193
368,422,2008,50000
368,428,2008,2
368,430,2008,3
368,434,2008,2217
368,440,2008,12
368,458,2008,327
368,470,2008,68
368,478,2008,50
368,484,2008,35
368,498,2008,4
368,504,2008,135
368,524,2008,2
368,528,2008,15553
368,554,2008,237
368,562,2008,6
368,578,2008,7878
368,586,2008,109
368,600,2008,1
368,604,2008,26
368,608,2008,24
368,616,2008,77
368,620,2008,5
368,634,2008,6
368,642,2008,515
368,643,2008,100
368,682,2008,38
368,688,2008,60
368,703,2008,79
368,705,2008,5
368,710,2008,1
368,724,2008,269
368,752,2008,32120
368,756,2008,3038
368,760,2008,1100000
368,762,2008,4
368,764,2008,92
368,768,2008,1
368,784,2008,126
368,788,2008,12
368,792,2008,7481
368,804,2008,50
368,818,2008,10091
368,826,2008,21483
368,840,2008,4788
368,858,2008,1
368,860,2008,5
368,887,2008,4461
368,4,2009,6
368,8,2009,5
368,12,2009,3
368,24,2009,2
368,31,2009,37
368,32,2009,29
368,36,2009,5663
368,40,2009,2183
368,48,2009,139
368,50,2009,3
368,51,2009,870
368,56,2009,718
368,68,2009,16
368,76,2009,197
368,100,2009,1904
368,112,2009,1
368,120,2009,1
368,124,2009,1760
368,144,2009,7
368,156,2009,34
368,170,2009,4
368,188,2009,2
368,192,2009,1
368,196,2009,537
368,203,2009,166
368,204,2009,6
368,208,2009,5467
368,218,2009,35
368,233,2009,1
368,246,2009,1627
368,250,2009,2147
368,262,2009,1
368,265,2009,5
368,276,2009,49033
368,300,2009,713
368,332,2009,2
368,348,2009,1166
368,352,2009,4
368,356,2009,130
368,360,2009,209
368,364,2009,47924
368,372,2009,688
368,380,2009,1843
368,392,2009,6
368,400,2009,450000
368,404,2009,2
368,410,2009,5
368,414,2009,175
368,422,2009,50000
368,428,2009,3
368,430,2009,3
368,434,2009,2777
368,440,2009,14
368,458,2009,450
368,470,2009,63
368,478,2009,50
368,484,2009,38
368,498,2009,4
368,504,2009,157
368,512,2009,19
368,524,2009,3
368,528,2009,16844
368,554,2009,254
368,562,2009,6
368,578,2009,7253
368,586,2009,98
368,600,2009,6
368,604,2009,16
368,608,2009,21
368,616,2009,100
368,620,2009,6
368,634,2009,22
368,642,2009,514
368,643,2009,105
368,682,2009,39
368,688,2009,44
368,703,2009,89
368,705,2009,5
368,710,2009,5
368,724,2009,265
368,752,2009,31558
368,756,2009,4612
368,760,2009,1050000
368,762,2009,5
368,764,2009,98
368,768,2009,3
368,784,2009,210
368,788,2009,9
368,792,2009,6194
368,804,2009,55
368,818,2009,6572
368,826,2009,21287
368,840,2009,5427
368,858,2009,1
368,860,2009,3
368,887,2009,4428
368,4,2010,6
368,8,2010,5
368,12,2010,15
368,24,2010,2
368,31,2010,23
368,32,2010,27
368,36,2010,3791
368,40,2010,2320
368,48,2010,165
368,50,2010,3
368,51,2010,888
368,56,2010,962
368,68,2010,16
368,76,2010,202
368,100,2010,1990
368,112,2010,1
368,116,2010,1
368,120,2010,1
368,124,2010,1730
368,156,2010,17
368,170,2010,4
368,188,2010,2
368,191,2010,1
368,196,2010,600
368,203,2010,173
368,204,2010,6
368,208,2010,3962
368,218,2010,35
368,233,2010,1
368,246,2010,2188
368,250,2010,2366
368,262,2010,3
368,265,2010,5
368,276,2010,50432
368,300,2010,622
368,348,2010,1091
368,352,2010,4
368,356,2010,122
368,360,2010,146
368,364,2010,45708
368,372,2010,650
368,380,2010,1952
368,392,2010,6
368,400,2010,450000
368,404,2010,2
368,410,2010,6
368,414,2010,123
368,417,2010,1
368,422,2010,7630
368,428,2010,3
368,430,2010,3
368,434,2010,2885
368,440,2010,14
368,458,2010,498
368,470,2010,58
368,478,2010,51
368,484,2010,41
368,498,2010,2
368,504,2010,168
368,512,2010,71
368,524,2010,3
368,528,2010,17779
368,554,2010,267
368,562,2010,6
368,578,2010,6320
368,586,2010,87
368,600,2010,6
368,604,2010,16
368,608,2010,23
368,616,2010,111
368,620,2010,6
368,634,2010,38
368,642,2010,483
368,643,2010,82
368,682,2010,39
368,688,2010,32
368,703,2010,92
368,705,2010,9
368,710,2010,5
368,724,2010,263
368,752,2010,29013
368,756,2010,4563
368,760,2010,1000000
368,762,2010,4
368,764,2010,76
368,768,2010,3
368,784,2010,432
368,788,2010,6
368,792,2010,5277
368,804,2010,68
368,818,2010,6772
368,826,2010,18143
368,840,2010,5429
368,858,2010,1
368,860,2010,2
368,862,2010,1
368,887,2010,4322
368,4,2011,3
368,8,2011,5
368,12,2011,15
368,24,2011,2
368,31,2011,27
368,32,2011,26
368,36,2011,3085
368,40,2011,2622
368,48,2011,199
368,50,2011,3
368,51,2011,923
368,56,2011,1329
368,68,2011,16
368,76,2011,207
368,100,2011,2109
368,112,2011,1
368,124,2011,1712
368,152,2011,2
368,156,2011,18
368,170,2011,4
368,191,2011,1
368,196,2011,625
368,203,2011,173
368,204,2011,6
368,208,2011,1910
368,218,2011,36
368,233,2011,1
368,246,2011,2508
368,250,2011,2519
368,262,2011,5
368,265,2011,5
368,276,2011,48976
368,300,2011,656
368,348,2011,998
368,352,2011,2
368,356,2011,111
368,360,2011,62
368,364,2011,45937
368,372,2011,595
368,380,2011,1853
368,392,2011,5
368,400,2011,450000
368,404,2011,1
368,410,2011,6
368,414,2011,247
368,422,2011,8491
368,428,2011,3
368,430,2011,3
368,434,2011,2736
368,440,2011,14
368,458,2011,545
368,470,2011,56
368,478,2011,30
368,484,2011,41
368,498,2011,2
368,504,2011,149
368,512,2011,76
368,524,2011,3
368,528,2011,18255
368,554,2011,249
368,562,2011,6
368,578,2011,6257
368,586,2011,78
368,600,2011,6
368,604,2011,12
368,608,2011,21
368,616,2011,135
368,620,2011,7
368,634,2011,64
368,642,2011,474
368,643,2011,26
368,682,2011,56
368,688,2011,32
368,703,2011,93
368,705,2011,3
368,710,2011,5
368,724,2011,250
368,729,2011,2
368,752,2011,27367
368,756,2011,4355
368,760,2011,750000
368,762,2011,4
368,764,2011,79
368,768,2011,3
368,784,2011,570
368,788,2011,305
368,792,2011,7071
368,804,2011,69
368,818,2011,6037
368,826,2011,15652
368,840,2011,5126
368,858,2011,1
368,862,2011,2
368,887,2011,3940
368,4,2012,2
368,8,2012,5
368,12,2012,15
368,24,2012,2
368,31,2012,12
368,32,2012,25
368,36,2012,2821
368,40,2012,2863
368,48,2012,289
368,50,2012,3
368,51,2012,943
368,56,2012,1541
368,68,2012,16
368,70,2012,1
368,76,2012,214
368,100,2012,1359
368,112,2012,2
368,124,2012,1745
368,152,2012,2
368,156,2012,23
368,170,2012,4
